Original,Translation,she,he/she,he or she,he,,Original,she,he/she,he or she,he,% he
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he/she restructures code.",0,1,0,0,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
"As a software engineer, she restructures code.","As a software engineer, he restructures code.",0,0,0,1,,,,,,,
